participant_id,item,iconicity,arrangement,decisionTime
S102,I09,square,Ordered,2078.3402191429195
S103,I09,square,Ordered,1965.3164843025595
S104,I09,square,Ordered,1122.2045204827857
S105,I09,square,Ordered,1725.3366506152547
S106,I09,square,Ordered,3040.8879200972788
S107,I09,square,Ordered,2095.0639022817145
S108,I09,square,Ordered,1588.1378845932297
S109,I09,square,Ordered,2875.4024812252214
S110,I09,square,Ordered,2309.3829115982703
S111,I09,square,Ordered,2450.5475061198617
S112,I09,square,Ordered,2649.2858715332104
S113,I09,square,Ordered,1733.5901943190183
S114,I09,square,Ordered,1103.5027779409406
S115,I09,square,Ordered,1158.3700229909768
S116,I09,square,Ordered,1432.147338724595
S117,I09,square,Ordered,-368.12906644325403
S118,I09,square,Ordered,1418.6309663781292
S119,I09,square,Ordered,2421.6586719201687
S120,I09,square,Ordered,3008.9614880223917
S121,I09,square,Ordered,2538.154977023369
S122,I09,square,Ordered,2240.788601258105
S123,I09,square,Ordered,1918.9946848469563
S124,I09,square,Ordered,786.5191588423206
S125,I09,square,Ordered,684.194024870362
S126,I09,square,Ordered,1991.6805900267564
S127,I09,square,Ordered,2717.3938937537123
S128,I09,square,Ordered,2012.7464925930365
S129,I09,square,Ordered,2165.8323014288694
S130,I09,square,Ordered,3141.3209479414973
S131,I09,square,Ordered,3221.9906723423946
S132,I09,square,Ordered,1894.0717438052388
S133,I09,square,Ordered,183.97432347238123
S134,I09,square,Ordered,1754.6954408144918
S135,I09,square,Ordered,1737.4275930308345
S136,I09,square,Ordered,2075.337487179814
S137,I09,square,Ordered,76.00987075206422
S138,I09,square,Ordered,1487.412869430124
S139,I09,square,Ordered,2612.7981331411083
S140,I09,square,Ordered,2072.760421849152
S141,I09,square,Ordered,2279.958029358301
S142,I09,square,Ordered,3868.390503525799
S143,I09,square,Ordered,3224.321735737835
S144,I09,square,Ordered,2764.4386544049826
S145,I09,square,Ordered,1597.556405060508
S146,I09,square,Ordered,1618.1473479478718
S147,I09,square,Ordered,2382.8894828918123
S001,I10,natural,Ordered,323.583706105132
S002,I10,natural,Ordered,-475.39467672112823
S003,I10,natural,Ordered,926.109881686707
S004,I10,natural,Ordered,-781.0648896684229
S005,I10,natural,Ordered,984.8646823149911
S006,I10,natural,Ordered,-114.04193523180743
S007,I10,natural,Ordered,1992.6481082636233
S008,I10,natural,Ordered,367.76137128514074
S009,I10,natural,Ordered,878.4732027217988
S010,I10,natural,Ordered,948.7279528158974
S011,I10,natural,Ordered,2082.4619400594565
S012,I10,natural,Ordered,542.8180384853715
S013,I10,natural,Ordered,-618.7443178317335
S014,I10,natural,Ordered,658.0615880656263
S015,I10,natural,Ordered,1101.4136310290426
S016,I10,natural,Ordered,1950.5740983910373
S017,I10,natural,Ordered,840.5439835156149
S018,I10,natural,Ordered,34.07694523316718
S019,I10,natural,Ordered,1205.918346410765
S020,I10,natural,Ordered,1378.2948664194885
S021,I10,natural,Ordered,86.17797711936987
S022,I10,natural,Ordered,911.2218844194385
S023,I10,natural,Ordered,828.9579799700634
S024,I10,natural,Ordered,502.70631758181173
S025,I10,natural,Ordered,1014.3369922860152
S026,I10,natural,Ordered,1081.0743107139576
S027,I10,natural,Ordered,203.38936180312294
S028,I10,natural,Ordered,837.7457132513498
S029,I10,natural,Ordered,-628.5384766549114
S030,I10,natural,Ordered,546.2317125842181
S031,I10,natural,Ordered,862.7792821441622
S032,I10,natural,Ordered,-482.0920712200268
S033,I10,natural,Ordered,-551.8719954610781
S034,I10,natural,Ordered,417.8389845628358
S035,I10,natural,Ordered,261.30420359226923
S036,I10,natural,Ordered,388.21465772265617
S037,I10,natural,Ordered,1895.3159324772214
S038,I10,natural,Ordered,922.2740620834743
S039,I10,natural,Ordered,-135.8316265641513
S040,I10,natural,Ordered,559.0672926916207
S041,I10,natural,Ordered,937.4855046301109
S042,I10,natural,Ordered,955.9724995782778
S043,I10,natural,Ordered,1663.6393829151707
S044,I10,natural,Ordered,117.97178864917942
S045,I10,natural,Ordered,1185.5807914362363
S046,I10,natural,Ordered,1469.4044672714315
S047,I10,natural,Ordered,2433.2219577866163
S048,I10,natural,Ordered,653.9277005345211
S049,I10,natural,Ordered,-1574.4204905056558
S050,I10,natural,Ordered,1047.3203466930954
S051,I10,natural,Ordered,541.0411432670073
S052,I10,natural,Ordered,104.90095778293335
S053,I10,natural,Ordered,417.5886221636538
S054,I10,natural,Ordered,627.5940402329785
S055,I10,natural,Ordered,1427.62743368655
S056,I10,natural,Ordered,254.22450883363354
S057,I10,natural,Ordered,1294.680505293496
S058,I10,natural,Ordered,491.9996123700005
S059,I10,natural,Ordered,1993.7539073778553
S060,I10,natural,Ordered,1372.3345849174275
S061,I10,natural,Ordered,420.4065400675489
S062,I10,natural,Ordered,52.32109440869999
S063,I10,natural,Ordered,1869.928747832555
S064,I10,natural,Ordered,2261.9559432509072
S065,I10,natural,Ordered,1247.435666800071
S066,I10,natural,Ordered,1168.7885630210692
S067,I10,natural,Ordered,1677.0342412204382
S068,I10,natural,Ordered,823.838892007629
S069,I10,natural,Ordered,497.2813996146566
S070,I10,natural,Ordered,1749.788278034246
S071,I10,natural,Ordered,239.14465796385434
S072,I10,natural,Ordered,603.9457243379989
S073,I10,natural,Ordered,394.26488686752396
S074,I10,natural,Ordered,1675.5704495819532
S075,I10,natural,Ordered,57.195416955205246
S076,I10,natural,Ordered,240.88089743802198
S077,I10,natural,Ordered,402.4747150547165
S078,I10,natural,Ordered,767.4297330208169
S079,I10,natural,Ordered,105.0704204513072
S080,I10,natural,Ordered,172.2547734331763
S081,I10,natural,Ordered,1330.2683319333519
S082,I10,natural,Ordered,1932.406837792089
S083,I10,natural,Ordered,465.4839222504762
S084,I10,natural,Ordered,949.569887023775
S085,I10,natural,Ordered,1006.4250201476698
S086,I10,natural,Ordered,640.4504922497816
S087,I10,natural,Ordered,-941.7284060354391
S088,I10,natural,Ordered,306.12429909807133
S089,I10,natural,Ordered,856.3647611898618
S090,I10,natural,Ordered,1227.8787802137485
S091,I10,natural,Ordered,843.2552025824889
S092,I10,natural,Ordered,274.08947883063206
S093,I10,natural,Ordered,-118.02126143049236
S094,I10,natural,Ordered,1230.2510741621516
S095,I10,natural,Ordered,814.6726856681803
S096,I10,natural,Ordered,948.8104637216732
S097,I10,natural,Ordered,1521.2057978913165
S098,I10,natural,Ordered,-247.19084759551833
S099,I10,natural,Ordered,1502.5747323701114
S100,I10,natural,Ordered,1123.9562102792033
S101,I10,natural,Ordered,-824.2868056310872
S102,I10,natural,Ordered,989.8145564215749
S103,I10,natural,Ordered,841.0876284760134
S104,I10,natural,Ordered,300.7362477095455
S105,I10,natural,Ordered,210.5964290914335
S106,I10,natural,Ordered,336.1211398439232
S107,I10,natural,Ordered,2012.1608929023791
S108,I10,natural,Ordered,488.1207744806186
S109,I10,natural,Ordered,2965.962045691007
S110,I10,natural,Ordered,985.661245755135
S111,I10,natural,Ordered,953.7616132434787
S112,I10,natural,Ordered,1354.4498223143007
S113,I10,natural,Ordered,197.0659381473829
S114,I10,natural,Ordered,-780.2903492382266
S115,I10,natural,Ordered,-486.01690980062085
S116,I10,natural,Ordered,-155.24568502412671
S117,I10,natural,Ordered,-1753.6822597089504
S118,I10,natural,Ordered,-114.86772240503001
S119,I10,natural,Ordered,908.9520510808127
S120,I10,natural,Ordered,212.19429274479467
S121,I10,natural,Ordered,-951.7653838994129
S122,I10,natural,Ordered,-755.7903219175241
S123,I10,natural,Ordered,702.8108381536782
S124,I10,natural,Ordered,161.95508409561694
S125,I10,natural,Ordered,-54.61926041613265
S126,I10,natural,Ordered,308.0406309846426
S127,I10,natural,Ordered,1524.8921782100592
S128,I10,natural,Ordered,-636.2801101614816
S129,I10,natural,Ordered,825.4157668066318
S130,I10,natural,Ordered,1744.5949828649836
S131,I10,natural,Ordered,1534.9558472710223
S132,I10,natural,Ordered,1553.5513848473392
S133,I10,natural,Ordered,353.23388690984916
S134,I10,natural,Ordered,-370.0708989994912
S135,I10,natural,Ordered,105.3280316391465
S136,I10,natural,Ordered,-412.9576428472542
S137,I10,natural,Ordered,1036.0615170643414
S138,I10,natural,Ordered,-216.35701983381227
S139,I10,natural,Ordered,1148.2753979475278
S140,I10,natural,Ordered,2594.074038055952
S141,I10,natural,Ordered,537.6054580347313
S142,I10,natural,Ordered,1670.6355327541132
S143,I10,natural,Ordered,1081.3356239391662
S144,I10,natural,Ordered,599.0629793105824
S145,I10,natural,Ordered,536.0019300366936
S146,I10,natural,Ordered,-228.1860854725353
S147,I10,natural,Ordered,2064.651463770523
S001,I11,house,Ordered,2184.1362488893974
S002,I11,house,Ordered,1356.6270492787248
S003,I11,house,Ordered,767.93114698954
S004,I11,house,Ordered,424.1239087300596
S005,I11,house,Ordered,761.5126317238553
S006,I11,house,Ordered,271.72406537973256
S007,I11,house,Ordered,1637.6415867369403
S008,I11,house,Ordered,612.7800419349344
S009,I11,house,Ordered,1381.417771074757
S010,I11,house,Ordered,2115.483590557066
S011,I11,house,Ordered,2366.330221828488
S012,I11,house,Ordered,1323.8472550577262
S013,I11,house,Ordered,446.98560038196933
S014,I11,house,Ordered,1141.2584645004995
S015,I11,house,Ordered,2673.4566860689774
S016,I11,house,Ordered,655.2643949947249
S017,I11,house,Ordered,1879.9519476110456
S018,I11,house,Ordered,1017.6325190215397
S019,I11,house,Ordered,1644.8049050256232
S020,I11,house,Ordered,811.0278495976614
S021,I11,house,Ordered,854.8671306714875
S022,I11,house,Ordered,1795.6638141534077
S023,I11,house,Ordered,871.782268928512
S024,I11,house,Ordered,1140.9926598844438
S025,I11,house,Ordered,2019.8812858961044
S026,I11,house,Ordered,1697.8002219738025
S027,I11,house,Ordered,1797.4190327732958
S028,I11,house,Ordered,1770.6936146594498
S029,I11,house,Ordered,885.2065649577652
S030,I11,house,Ordered,607.3116992586156
S031,I11,house,Ordered,2419.049454049773
S032,I11,house,Ordered,-241.18493669408826
S033,I11,house,Ordered,-249.97568039833232
S034,I11,house,Ordered,1519.195767696906
S035,I11,house,Ordered,2219.3577089753635
S036,I11,house,Ordered,1496.9381173849783
S037,I11,house,Ordered,2322.1706915821896
S038,I11,house,Ordered,1971.4752384892179
S039,I11,house,Ordered,848.1553451021124
S040,I11,house,Ordered,1868.4757796756194
S041,I11,house,Ordered,2063.9575719915856
S042,I11,house,Ordered,2229.2335937787016
S043,I11,house,Ordered,2377.7093554051953
S044,I11,house,Ordered,527.4964196383899
S045,I11,house,Ordered,2592.029742688826
S046,I11,house,Ordered,1835.765037310601
S047,I11,house,Ordered,2805.127686028529
S048,I11,house,Ordered,1427.4223727978774
S049,I11,house,Ordered,-214.37421543448158
S050,I11,house,Ordered,2530.9040975018634
S051,I11,house,Ordered,2284.6512180297445
S052,I11,house,Ordered,1741.1785082406188
S053,I11,house,Ordered,1778.702860581032
S054,I11,house,Ordered,1091.7806469976738
S055,I11,house,Ordered,3487.7555707073207
S056,I11,house,Ordered,1885.9145025700898
S057,I11,house,Ordered,1911.6786165092772
S058,I11,house,Ordered,1960.8069826018275
S059,I11,house,Ordered,2551.6765122217776
S060,I11,house,Ordered,1542.838725554192
S061,I11,house,Ordered,-159.29387714950622
S062,I11,house,Ordered,569.3249477922839
S063,I11,house,Ordered,1770.41206209561
S064,I11,house,Ordered,3172.8467293551225
S065,I11,house,Ordered,1265.3631159086692
S066,I11,house,Ordered,2385.856739018812
S067,I11,house,Ordered,1040.5800792319856
S068,I11,house,Ordered,1461.1266999524414
S069,I11,house,Ordered,15.430552708358391
S070,I11,house,Ordered,2841.6756538202317
S071,I11,house,Ordered,347.26124079649935
S072,I11,house,Ordered,1638.34167568253
S073,I11,house,Ordered,1070.0661547568989
S074,I11,house,Ordered,3012.306093213332
S075,I11,house,Ordered,890.6494441600261
S076,I11,house,Ordered,748.9235372426414
S077,I11,house,Ordered,1323.0082388551482
S078,I11,house,Ordered,620.1269141856947
S079,I11,house,Ordered,674.8021238119047
S080,I11,house,Ordered,1270.4773347735866
S081,I11,house,Ordered,596.5241650378118
S082,I11,house,Ordered,1132.2656002377664
S083,I11,house,Ordered,2019.8428342366751
S084,I11,house,Ordered,712.517207114611
S085,I11,house,Ordered,1849.0444739210661
S086,I11,house,Ordered,285.97006492010587
S087,I11,house,Ordered,992.0492357040655
S088,I11,house,Ordered,1119.8478350440332
S089,I11,house,Ordered,1277.9765258777893
S090,I11,house,Ordered,1536.339294678844
S091,I11,house,Ordered,454.93833311644494
S092,I11,house,Ordered,1321.400844406058
S093,I11,house,Ordered,1031.6500420709049
S094,I11,house,Ordered,2145.4074255114983
S095,I11,house,Ordered,648.8686064935237
S096,I11,house,Ordered,1856.4448144218209
S097,I11,house,Ordered,2916.151255106897
S098,I11,house,Ordered,310.2994921876341
S099,I11,house,Ordered,2150.155978584551
S100,I11,house,Ordered,1813.5387773802768
S101,I11,house,Ordered,1237.9452101693214
S102,I11,house,Ordered,2161.808504759729
S103,I11,house,Ordered,2506.037812060602
S104,I11,house,Ordered,192.4797890593086
S105,I11,house,Ordered,1921.9058182927004
S106,I11,house,Ordered,1831.660202299147
S107,I11,house,Ordered,2652.793257987214
S108,I11,house,Ordered,1806.2184058926694
S109,I11,house,Ordered,2865.016727084939
S110,I11,house,Ordered,1815.1805742555753
S111,I11,house,Ordered,2819.252615907867
S112,I11,house,Ordered,1716.7595505119473
S113,I11,house,Ordered,1631.0806186216519
S114,I11,house,Ordered,465.6259126841712
S115,I11,house,Ordered,783.1564627732544
S116,I11,house,Ordered,459.4703940971001
S117,I11,house,Ordered,171.07617137331818
S118,I11,house,Ordered,2038.6251648938667
S119,I11,house,Ordered,1866.591828260175
S120,I11,house,Ordered,1401.1038584519315
S121,I11,house,Ordered,1189.9016395874448
S122,I11,house,Ordered,-142.6464716499936
S123,I11,house,Ordered,918.0834253339167
S124,I11,house,Ordered,1518.6183188030534
S125,I11,house,Ordered,-628.1913147055102
S126,I11,house,Ordered,2054.9667829462887
S127,I11,house,Ordered,2611.109541757818
S128,I11,house,Ordered,736.7083616422011
S129,I11,house,Ordered,1432.9799698767413
S130,I11,house,Ordered,2827.371725032097
S131,I11,house,Ordered,1850.4455437016306
S132,I11,house,Ordered,2424.142685991481
S133,I11,house,Ordered,965.3412510816611
S134,I11,house,Ordered,1560.3205470653718
S135,I11,house,Ordered,-598.7794408206946
S136,I11,house,Ordered,561.8765921965603
S137,I11,house,Ordered,1200.6297201919292
S138,I11,house,Ordered,115.96259597012158
S139,I11,house,Ordered,1089.6248480731567
S140,I11,house,Ordered,1809.253371148083
S141,I11,house,Ordered,1686.8828058442882
S142,I11,house,Ordered,3063.534056586492
S143,I11,house,Ordered,2443.9711655190986
S144,I11,house,Ordered,1684.5608611074604
S145,I11,house,Ordered,1282.77596283021
S146,I11,house,Ordered,991.7694777455577
S147,I11,house,Ordered,3249.226957086239
S001,I12,square,Ordered,1943.4681901065342
S002,I12,square,Ordered,1020.0440752244666
S003,I12,square,Ordered,2917.7177845181723
S004,I12,square,Ordered,577.3963989170131
S005,I12,square,Ordered,1174.9432631441746
S006,I12,square,Ordered,-1223.3849467742389
S007,I12,square,Ordered,3232.313982039889
S008,I12,square,Ordered,451.8358574544259
S009,I12,square,Ordered,545.1896047672192
S010,I12,square,Ordered,2927.8963421076696
S011,I12,square,Ordered,2797.1531292045547
S012,I12,square,Ordered,660.050392105898
S013,I12,square,Ordered,1463.8040733954588
S014,I12,square,Ordered,1341.1117805326367
S015,I12,square,Ordered,2334.216453665938
S016,I12,square,Ordered,3024.364500188206
S017,I12,square,Ordered,2549.84110242808
S018,I12,square,Ordered,874.9468491719786
S019,I12,square,Ordered,2084.5083720056073
S020,I12,square,Ordered,2073.668676768673
S021,I12,square,Ordered,636.7804045195269
S022,I12,square,Ordered,2657.9043000217616
S023,I12,square,Ordered,1721.6150848381055
S024,I12,square,Ordered,1808.9527046716669
S025,I12,square,Ordered,1344.4735562400256
S026,I12,square,Ordered,2707.770923372205
S027,I12,square,Ordered,2076.3029635216058
S028,I12,square,Ordered,2575.2792124904427
S029,I12,square,Ordered,-96.36004275589698
S030,I12,square,Ordered,886.1878739609971
S031,I12,square,Ordered,2361.9678901273933
S032,I12,square,Ordered,547.6947954388136
S033,I12,square,Ordered,704.7962932351143
S034,I12,square,Ordered,1245.3921333089477
S035,I12,square,Ordered,2826.7399638647753
S036,I12,square,Ordered,1654.470710475081
S037,I12,square,Ordered,2208.705033428902
S038,I12,square,Ordered,3594.429751983853
S039,I12,square,Ordered,509.87790732486656
S040,I12,square,Ordered,1743.3544848044176
S041,I12,square,Ordered,1543.8669658714905
S042,I12,square,Ordered,2456.4494982672927
S043,I12,square,Ordered,2126.8132562848104
S044,I12,square,Ordered,1419.3731691045639
S045,I12,square,Ordered,3314.100174467915
S046,I12,square,Ordered,1854.2447357463896
S047,I12,square,Ordered,3256.1541556227203
S048,I12,square,Ordered,1935.5323929449153
S049,I12,square,Ordered,2152.230573566302
S050,I12,square,Ordered,1650.2410097083284
S051,I12,square,Ordered,3922.414293142314
S052,I12,square,Ordered,773.1839914642164
S053,I12,square,Ordered,1561.8407044594978
S054,I12,square,Ordered,1570.7647611394668
S055,I12,square,Ordered,2002.8491557223397
S056,I12,square,Ordered,1475.4706199854215
S057,I12,square,Ordered,1221.019125752329
S058,I12,square,Ordered,2209.475314520574
S059,I12,square,Ordered,1819.4468099751116
S060,I12,square,Ordered,2519.127720131267
S061,I12,square,Ordered,1269.8097224210662
S062,I12,square,Ordered,934.0727226433174
S063,I12,square,Ordered,2936.664164829559
S064,I12,square,Ordered,2584.364990212398
S065,I12,square,Ordered,2297.027304533568
S066,I12,square,Ordered,2661.247442237835
S067,I12,square,Ordered,1762.6464550609403
S068,I12,square,Ordered,3674.6254296576753
S069,I12,square,Ordered,1893.142346178632
S070,I12,square,Ordered,3145.0709206275055
S071,I12,square,Ordered,1386.3242549276445
S072,I12,square,Ordered,2581.6338747804693
S073,I12,square,Ordered,1523.876911005461
S074,I12,square,Ordered,2579.5667214689147
S075,I12,square,Ordered,602.8189241713476
S076,I12,square,Ordered,1458.142199842157
S077,I12,square,Ordered,2215.5941136044476
S078,I12,square,Ordered,409.5613075507965
S079,I12,square,Ordered,2199.3263606331907
S080,I12,square,Ordered,1341.006292696318
S081,I12,square,Ordered,2153.667104898939
S082,I12,square,Ordered,2701.644233628536
S083,I12,square,Ordered,2367.668288049658
S084,I12,square,Ordered,1962.7232972689337
S085,I12,square,Ordered,2215.658048251949
S086,I12,square,Ordered,1032.5522215000167
S087,I12,square,Ordered,414.2683124799048
S088,I12,square,Ordered,871.529035720519
S089,I12,square,Ordered,2098.475305067101
S090,I12,square,Ordered,2946.5820755906543
S091,I12,square,Ordered,1282.375832232419
S092,I12,square,Ordered,1266.8292611368329
S093,I12,square,Ordered,2014.8421070644845
S094,I12,square,Ordered,2510.8773039785124
S095,I12,square,Ordered,1103.6218935939157
S096,I12,square,Ordered,1451.52958731738
S097,I12,square,Ordered,2666.6094219527604
S098,I12,square,Ordered,1322.0728502281595
S099,I12,square,Ordered,2655.123110886152
S100,I12,square,Ordered,1659.8745301581855
S101,I12,square,Ordered,729.9881612092854
S102,I12,square,Ordered,2526.4299970322236
S103,I12,square,Ordered,990.0173532247605
S104,I12,square,Ordered,118.84891742867944
S105,I12,square,Ordered,1427.5732579356127
S106,I12,square,Ordered,1558.9187194200877
S107,I12,square,Ordered,2284.2668514818806
S108,I12,square,Ordered,1366.619099340051
S109,I12,square,Ordered,3540.5696999267184
S110,I12,square,Ordered,2611.437011419995
S111,I12,square,Ordered,3022.0380833158915
S112,I12,square,Ordered,3535.6280426402423
S113,I12,square,Ordered,2129.9001212982025
S114,I12,square,Ordered,-234.44556876224442
S115,I12,square,Ordered,1613.792594264344
S116,I12,square,Ordered,2113.695005380321
S117,I12,square,Ordered,548.269611026511
S118,I12,square,Ordered,1942.6478299352004
S119,I12,square,Ordered,2645.5448748311214
S120,I12,square,Ordered,2101.7072096536995
S121,I12,square,Ordered,1428.0452277333357
S122,I12,square,Ordered,1105.880568514458
S123,I12,square,Ordered,3339.6456539692545
S124,I12,square,Ordered,1393.622492983282
S125,I12,square,Ordered,699.830442563835
S126,I12,square,Ordered,2059.828140383235
S127,I12,square,Ordered,3251.485936390212
S128,I12,square,Ordered,1494.4197922378528
S129,I12,square,Ordered,1982.277152990959
S130,I12,square,Ordered,2306.601997450201
S131,I12,square,Ordered,2716.1756262532917
S132,I12,square,Ordered,3117.803778437734
S133,I12,square,Ordered,976.5351799730123
S134,I12,square,Ordered,2696.3994016284905
S135,I12,square,Ordered,944.4526617937851
S136,I12,square,Ordered,1857.364183694802
S137,I12,square,Ordered,656.4558533357276
S138,I12,square,Ordered,728.7274267384173
S139,I12,square,Ordered,2575.326297163194
S140,I12,square,Ordered,1603.100660762631
S141,I12,square,Ordered,2485.8801436159015
S142,I12,square,Ordered,4352.634164662577
S143,I12,square,Ordered,2809.336659674316
S144,I12,square,Ordered,2885.5099849259173
S145,I12,square,Ordered,741.6743521555782
S146,I12,square,Ordered,1897.178672820086
S147,I12,square,Ordered,2096.9153727569615
S001,I01,natural,Random,105.8937239732918
S002,I01,natural,Random,1385.0924542723178
S003,I01,natural,Random,520.8712598221366
S004,I01,natural,Random,929.4470695445175
S005,I01,natural,Random,220.3768654491721
S006,I01,natural,Random,-277.16011551541646
S007,I01,natural,Random,2208.0394374991984
S008,I01,natural,Random,627.9290038036843
S009,I01,natural,Random,1258.4203680207054
S010,I01,natural,Random,622.4401903442733
S011,I01,natural,Random,1420.0782354886035
S012,I01,natural,Random,750.8314036431865
S013,I01,natural,Random,-96.6903587329416
S014,I01,natural,Random,557.3721961331688
S015,I01,natural,Random,-122.80456606658845
S016,I01,natural,Random,774.4064422650126
S017,I01,natural,Random,647.1316123541776
S018,I01,natural,Random,418.85841259193626
S019,I01,natural,Random,-23.247646378306627
S020,I01,natural,Random,768.0838692395583
S021,I01,natural,Random,-575.383167248975
S022,I01,natural,Random,1213.017877908409
S023,I01,natural,Random,-289.27234855587267
S024,I01,natural,Random,1277.0307395635477
S025,I01,natural,Random,1996.6194455120244
S026,I01,natural,Random,462.4082530295218
S027,I01,natural,Random,1626.2575093165735
S028,I01,natural,Random,2133.3190209689533
S029,I01,natural,Random,418.4019311562754
S030,I01,natural,Random,1844.4747028875126
S031,I01,natural,Random,503.40700374698713
S032,I01,natural,Random,-607.2501805191027
S033,I01,natural,Random,-1109.9580237004839
S034,I01,natural,Random,1450.1475463463642
S035,I01,natural,Random,2502.290321248268
S036,I01,natural,Random,790.2099999382873
S037,I01,natural,Random,261.4554164903659
S038,I01,natural,Random,987.6645088232783
S039,I01,natural,Random,993.3849963631296
S040,I01,natural,Random,1481.083744736665
S041,I01,natural,Random,-516.3377064235544
S042,I01,natural,Random,2037.667328179943
S043,I01,natural,Random,569.1828492371319
S044,I01,natural,Random,366.01312750504826
S045,I01,natural,Random,2083.3664655893026
S046,I01,natural,Random,2385.594752545608
S047,I01,natural,Random,1884.501281816361
S048,I01,natural,Random,956.0700197591327
S049,I01,natural,Random,-2422.8729243072157
S050,I01,natural,Random,1684.8504506176373
S051,I01,natural,Random,1675.062583935674
S052,I01,natural,Random,731.2806306456455
S053,I01,natural,Random,640.3216307592625
S054,I01,natural,Random,585.9931425458459
S055,I01,natural,Random,2287.9424782349693
S056,I01,natural,Random,1514.2610148661008
S057,I01,natural,Random,1405.0727763946725
S058,I01,natural,Random,462.3736540741014
S059,I01,natural,Random,1201.8128740185257
S060,I01,natural,Random,2691.4663773926004
S061,I01,natural,Random,91.90969599305663
S062,I01,natural,Random,517.7317500263711
S063,I01,natural,Random,1959.243506793251
S064,I01,natural,Random,2768.123563535687
S065,I01,natural,Random,3286.3882335543676
S066,I01,natural,Random,1765.336759367944
S067,I01,natural,Random,122.71042128649674
S068,I01,natural,Random,1989.6002253768115
S069,I01,natural,Random,223.5734804173976
S070,I01,natural,Random,1232.2505885088844
S071,I01,natural,Random,750.9684135573193
S072,I01,natural,Random,1613.5342386533234
S073,I01,natural,Random,1217.1352038575083
S074,I01,natural,Random,753.610382300502
S075,I01,natural,Random,1917.6016614319005
S076,I01,natural,Random,530.7848573564112
S077,I01,natural,Random,439.7822743641775
S078,I01,natural,Random,564.2308230416315
S079,I01,natural,Random,-235.97461870304687
S080,I01,natural,Random,3067.8258106081594
S081,I01,natural,Random,1350.2287643129525
S082,I01,natural,Random,1796.0581458836996
S083,I01,natural,Random,-272.74567573210334
S084,I01,natural,Random,1363.6710767414825
S085,I01,natural,Random,1643.615035556509
S086,I01,natural,Random,334.9253750500709
S087,I01,natural,Random,2106.749797362548
S088,I01,natural,Random,-673.4103224435398
S089,I01,natural,Random,3189.1231648222647
S090,I01,natural,Random,1993.172578119826
S091,I01,natural,Random,566.6005836988378
S092,I01,natural,Random,-48.7878140578855
S093,I01,natural,Random,1018.1974065972508
S094,I01,natural,Random,1634.2184292028603
S095,I01,natural,Random,-69.28866580438785
S096,I01,natural,Random,567.3376807731344
S097,I01,natural,Random,2112.287916124685
S098,I01,natural,Random,-139.4534555475177
S099,I01,natural,Random,885.025901436652
S100,I01,natural,Random,1783.2318410821495
S101,I01,natural,Random,871.2798525442126
S102,I01,natural,Random,881.003673742872
S103,I01,natural,Random,495.1232981125454
S104,I01,natural,Random,1212.7093354544156
S105,I01,natural,Random,1579.0637081146865
S106,I01,natural,Random,204.0684110540774
S107,I01,natural,Random,20.45978348884023
S108,I01,natural,Random,1206.0159846430038
S109,I01,natural,Random,3688.0509943258585
S110,I01,natural,Random,2782.1650602796517
S111,I01,natural,Random,1406.3403904095633
S112,I01,natural,Random,2071.5537260035762
S113,I01,natural,Random,1096.2534839200512
S114,I01,natural,Random,879.1388419900072
S115,I01,natural,Random,1309.5896373227224
S116,I01,natural,Random,215.54384057080733
S117,I01,natural,Random,44.82623411560985
S118,I01,natural,Random,955.4639716416277
S119,I01,natural,Random,365.8207860493642
S120,I01,natural,Random,282.41756267979235
S121,I01,natural,Random,139.27592593596137
S122,I01,natural,Random,273.69257340345393
S123,I01,natural,Random,-121.09793124779526
S124,I01,natural,Random,-176.22424922612618
S125,I01,natural,Random,679.5675369884174
S126,I01,natural,Random,34.59507887289669
S127,I01,natural,Random,2378.150364159517
S128,I01,natural,Random,-677.6526653490719
S129,I01,natural,Random,179.7525439055039
S130,I01,natural,Random,2215.8789131185795
S131,I01,natural,Random,1381.7600944785809
S132,I01,natural,Random,4406.053114364909
S133,I01,natural,Random,-678.0865152405977
S134,I01,natural,Random,1977.3103862583835
S135,I01,natural,Random,283.7149557066298
S136,I01,natural,Random,1012.8571496426816
S137,I01,natural,Random,1175.7524933410275
S138,I01,natural,Random,909.6991515896866
S139,I01,natural,Random,823.7320295843037
S140,I01,natural,Random,1044.878671142811
S141,I01,natural,Random,1596.5382806033415
S142,I01,natural,Random,1646.651877191347
S143,I01,natural,Random,735.3051320606319
S144,I01,natural,Random,1630.7046097735715
S145,I01,natural,Random,675.1219295662527
S146,I01,natural,Random,1867.7669951254388
S147,I01,natural,Random,2353.8012670946546
S001,I02,house,Random,1929.1746970563954
S002,I02,house,Random,-77.15298258179837
S003,I02,house,Random,940.4489108529442
S004,I02,house,Random,82.38424924406445
S005,I02,house,Random,275.6628586153115
S006,I02,house,Random,-777.0721992822573
S007,I02,house,Random,1707.2469986848998
S008,I02,house,Random,-703.484907579144
S009,I02,house,Random,1577.7174405600672
S010,I02,house,Random,356.4160033543167
S011,I02,house,Random,1338.1695151725733
S012,I02,house,Random,632.9442551619705
S013,I02,house,Random,182.53794062369707
S014,I02,house,Random,1168.5916709528465
S015,I02,house,Random,418.9176848040511
S016,I02,house,Random,1308.7322181646673
S017,I02,house,Random,1575.8482683430216
S018,I02,house,Random,684.6504733799492
